"Type","country","count"
"International TV Shows, Reality TV, Spanish-Language TV Shows","Argentina","1"
"International TV Shows, Reality TV, TV Comedies","France","1"
"International TV Shows, Reality TV, TV Comedies","United States","1"
"International TV Shows, Romantic TV Shows","Taiwan","3"
"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Spain","8"
"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Colombia","3"
"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Mexico","3"
"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","United States","2"
"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Argentina","2"
"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Colombia, United States","1"
"International TV Shows, Romantic TV Shows, Teen TV Shows","China","3"
"International TV Shows, Romantic TV Shows, Teen TV Shows","Thailand","1"
"International TV Shows, Romantic TV Shows, TV Action & Adventure","Turkey","1"
"International TV Shows, Romantic TV Shows, TV Action & Adventure","China","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","31"
"International TV Shows, Romantic TV Shows, TV Comedies","China","7"
"International TV Shows, Romantic TV Shows, TV Comedies","India","6"
"International TV Shows, Romantic TV Shows, TV Comedies","South Korea","5"
"International TV Shows, Romantic TV Shows, TV Comedies","Turkey","2"
"International TV Shows, Romantic TV Shows, TV Comedies","Germany","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Singapore","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Japan","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Nigeria","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Norway","1"
"International TV Shows, Romantic TV Shows, TV Comedies","South Korea, China","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Thailand","1"
"International TV Shows, Romantic TV Shows, TV Comedies","France","1"
"International TV Shows, Romantic TV Shows, TV Comedies","Sweden","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Taiwan","12"
"International TV Shows, Romantic TV Shows, TV Dramas","China","8"
"International TV Shows, Romantic TV Shows, TV Dramas","Thailand","6"
"International TV Shows, Romantic TV Shows, TV Dramas","Japan","5"
"International TV Shows, Romantic TV Shows, TV Dramas","South Korea","4"
"International TV Shows, Romantic TV Shows, TV Dramas","India","3"
"International TV Shows, Romantic TV Shows, TV Dramas","Egypt","3"
"International TV Shows, Romantic TV Shows, TV Dramas","Singapore","3"
"International TV Shows, Romantic TV Shows, TV Dramas","Pakistan","3"
"International TV Shows, Romantic TV Shows, TV Dramas","Italy","2"
"International TV Shows, Romantic TV Shows, TV Dramas","Turkey","2"
"International TV Shows, Romantic TV Shows, TV Dramas","Brazil","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Kuwait","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Turkey, Azerbaijan","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Australia","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Indonesia","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Nigeria","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Spain","1"
"International TV Shows, Romantic TV Shows, TV Dramas","France","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Lebanon","1"
"International TV Shows, Romantic TV Shows, TV Dramas","Hong Kong","1"
"International TV Shows, Romantic TV Shows, TV Mysteries","Taiwan","1"
"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows","Mexico","1"
"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","Spain","2"
"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","Mexico","1"
"International TV Shows, Spanish-Language TV Shows, TV Comedies","Mexico","3"
"International TV Shows, Spanish-Language TV Shows, TV Comedies","United States","3"
"International TV Shows, Spanish-Language TV Shows, TV Comedies","Spain","2"
"International TV Shows, Spanish-Language TV Shows, TV Comedies","Argentina","2"
"International TV Shows, Spanish-Language TV Shows, TV Comedies","Colombia","1"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Mexico","5"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Colombia","4"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Spain","4"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Chile","3"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Argentina","1"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Italy","1"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","United States, Colombia","1"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Colombia, Mexico, United States","1"
"International TV Shows, Spanish-Language TV Shows, TV Dramas","Argentina, Spain","1"
"International TV Shows, Spanish-Language TV Shows, TV Horror","Argentina","1"
"International TV Shows, Stand-Up Comedy & Talk Shows","Japan","1"
"International TV Shows, Stand-Up Comedy & Talk Shows","Germany","1"
"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","India","3"
"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","France","1"
"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Brazil","1"
"International TV Shows, TV Action & Adventure, TV Comedies","Taiwan","2"
"International TV Shows, TV Action & Adventure, TV Comedies","Japan","2"
"International TV Shows, TV Action & Adventure, TV Comedies","China","1"
"International TV Shows, TV Action & Adventure, TV Dramas","China","2"
"International TV Shows, TV Action & Adventure, TV Dramas","Israel","2"
"International TV Shows, TV Action & Adventure, TV Dramas","Turkey","2"
"International TV Shows, TV Action & Adventure, TV Dramas","India","1"
"International TV Shows, TV Action & Adventure, TV Dramas","Belgium","1"
"International TV Shows, TV Action & Adventure, TV Dramas","Canada, United States","1"
"International TV Shows, TV Action & Adventure, TV Dramas","Canada","1"
"International TV Shows, TV Action & Adventure, TV Dramas","South Africa","1"
"International TV Shows, TV Action & Adventure, TV Dramas","United States","1"
"International TV Shows, TV Action & Adventure, TV Dramas","Thailand","1"
"International TV Shows, TV Action & Adventure, TV Dramas","Norway, Denmark","1"
"International TV Shows, TV Action & Adventure, TV Dramas","Germany","1"
"International TV Shows, TV Action & Adventure, TV Dramas","France","1"
"International TV Shows, TV Action & Adventure, TV Dramas","South Korea","1"
"International TV Shows, TV Action & Adventure, TV Horror","India","1"
"International TV Shows, TV Action & Adventure, TV Mysteries","Japan","1"
"International TV Shows, TV Action & Adventure, TV Mysteries","China","1"
"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","India","2"
"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","China","1"
"International TV Shows, TV Comedies","India","5"
"International TV Shows, TV Comedies","Canada","3"
"International TV Shows, TV Comedies","Brazil","3"
"International TV Shows, TV Comedies","France","2"
"International TV Shows, TV Comedies","Japan","1"
"International TV Shows, TV Comedies","Netherlands","1"
"International TV Shows, TV Comedies","Ukraine","1"
"International TV Shows, TV Comedies","Norway","1"
"International TV Shows, TV Comedies","Saudi Arabia","1"
"International TV Shows, TV Comedies","Egypt","1"
"International TV Shows, TV Comedies","Australia","1"
"International TV Shows, TV Comedies","United Kingdom, West Germany","1"
"International TV Shows, TV Comedies","Malaysia","1"
"International TV Shows, TV Comedies","Nigeria","1"
"International TV Shows, TV Comedies, TV Dramas","France","3"
"International TV Shows, TV Comedies, TV Dramas","Spain","2"
"International TV Shows, TV Comedies, TV Dramas","Japan","2"
"International TV Shows, TV Comedies, TV Dramas","Taiwan","2"
"International TV Shows, TV Comedies, TV Dramas","Denmark","2"
"International TV Shows, TV Comedies, TV Dramas","Australia","2"
"International TV Shows, TV Comedies, TV Dramas","India","2"
"International TV Shows, TV Comedies, TV Dramas","Germany","1"
"International TV Shows, TV Comedies, TV Dramas","United States","1"
"International TV Shows, TV Comedies, TV Dramas","Canada","1"
"International TV Shows, TV Comedies, TV Dramas","Switzerland","1"
"International TV Shows, TV Comedies, TV Dramas","Indonesia","1"
"International TV Shows, TV Comedies, TV Dramas","Hong Kong","1"
"International TV Shows, TV Comedies, TV Dramas","Sweden","1"
"International TV Shows, TV Comedies, TV Dramas","Egypt","1"
"International TV Shows, TV Comedies, TV Dramas","Thailand","1"
"International TV Shows, TV Comedies, TV Dramas","South Africa","1"
"International TV Shows, TV Comedies, TV Dramas","Turkey","1"
"International TV Shows, TV Comedies, TV Dramas","China","1"
"International TV Shows, TV Comedies, TV Dramas","Brazil","1"
"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","China","1"
"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","Egypt","1"
"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","Taiwan","1"
"International TV Shows, TV Dramas","Japan","8"
"International TV Shows, TV Dramas","India","8"
"International TV Shows, TV Dramas","Singapore","6"
"International TV Shows, TV Dramas","Taiwan","6"
"International TV Shows, TV Dramas","Nigeria","5"
"International TV Shows, TV Dramas","Turkey","3"
"International TV Shows, TV Dramas","Germany","3"
"International TV Shows, TV Dramas","Denmark","3"
"International TV Shows, TV Dramas","China","3"
"International TV Shows, TV Dramas","Lebanon","2"
"International TV Shows, TV Dramas","United Kingdom","2"
"International TV Shows, TV Dramas","Russia","2"
"International TV Shows, TV Dramas","Sweden","2"
"International TV Shows, TV Dramas","Egypt","2"
"International TV Shows, TV Dramas","Australia","2"
"International TV Shows, TV Dramas","Kuwait","1"
"International TV Shows, TV Dramas","South Africa","1"
"International TV Shows, TV Dramas","Italy, United Kingdom, France","1"
"International TV Shows, TV Dramas","Saudi Arabia","1"
"International TV Shows, TV Dramas","United Kingdom, Germany, United States, France","1"
"International TV Shows, TV Dramas","France, Canada","1"
"International TV Shows, TV Dramas","Croatia","1"
"International TV Shows, TV Dramas","South Korea","1"
"International TV Shows, TV Dramas","Chile, Italy","1"
"International TV Shows, TV Dramas","Philippines","1"
"International TV Shows, TV Dramas","Mauritius, South Africa","1"
"International TV Shows, TV Dramas","Israel","1"
"International TV Shows, TV Dramas","United States","1"
"International TV Shows, TV Dramas","Malaysia","1"
"International TV Shows, TV Dramas","Ireland","1"
"International TV Shows, TV Dramas","Germany, Czech Republic","1"
"International TV Shows, TV Dramas","Canada, Japan, Netherlands","1"
"International TV Shows, TV Dramas","France","1"
"International TV Shows, TV Dramas","United Arab Emirates","1"
"International TV Shows, TV Dramas","Saudi Arabia, Syria, Egypt, Lebanon, Kuwait","1"
"International TV Shows, TV Dramas, Teen TV Shows","Thailand","2"
"International TV Shows, TV Dramas, Teen TV Shows","Canada","2"
"International TV Shows, TV Dramas, Teen TV Shows","Taiwan","1"
"International TV Shows, TV Dramas, Teen TV Shows","Australia","1"
"International TV Shows, TV Dramas, Teen TV Shows","India","1"
"International TV Shows, TV Dramas, Teen TV Shows","Italy","1"
"International TV Shows, TV Dramas, Teen TV Shows","Turkey","1"
"International TV Shows, TV Dramas, Teen TV Shows","China","1"
"International TV Shows, TV Dramas, Teen TV Shows","Spain","1"
"International TV Shows, TV Dramas, TV Horror","France","3"
"International TV Shows, TV Dramas, TV Horror","Taiwan","2"
"International TV Shows, TV Dramas, TV Horror","Canada","1"
"International TV Shows, TV Dramas, TV Horror","Egypt","1"
"International TV Shows, TV Dramas, TV Horror","India","1"
"International TV Shows, TV Dramas, TV Horror","Italy","1"
"International TV Shows, TV Dramas, TV Horror","Singapore","1"
"International TV Shows, TV Dramas, TV Horror","Australia","1"
"International TV Shows, TV Dramas, TV Horror","Turkey","1"
"International TV Shows, TV Dramas, TV Horror","United States","1"
"International TV Shows, TV Dramas, TV Horror","Netherlands","1"
"International TV Shows, TV Dramas, TV Mysteries","Turkey","2"
"International TV Shows, TV Dramas, TV Mysteries","Egypt","2"
"International TV Shows, TV Dramas, TV Mysteries","Belgium","2"
"International TV Shows, TV Dramas, TV Mysteries","Brazil","2"
"International TV Shows, TV Dramas, TV Mysteries","Japan","2"
"International TV Shows, TV Dramas, TV Mysteries","Taiwan","1"
"International TV Shows, TV Dramas, TV Mysteries","Thailand","1"
"International TV Shows, TV Dramas, TV Mysteries","Russia","1"
"International TV Shows, TV Dramas, TV Mysteries","India","1"
"International TV Shows, TV Dramas, TV Mysteries","South Korea","1"
"International TV Shows, TV Dramas, TV Mysteries","Jordan","1"
"International TV Shows, TV Dramas, TV Mysteries","Canada","1"
"International TV Shows, TV Dramas, TV Mysteries","France","1"
"International TV Shows, TV Dramas, TV Mysteries","Australia","1"
"International TV Shows, TV Dramas, TV Mysteries","South Africa","1"
"International TV Shows, TV Dramas, TV Mysteries","Denmark, United States","1"
"International TV Shows, TV Dramas, TV Mysteries","Taiwan, Malaysia","1"
"International TV Shows, TV Dramas, TV Mysteries","Germany","1"
"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Brazil","2"
"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","China","1"
"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Thailand","1"
"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","India","1"
"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Germany","1"
"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Singapore","1"
"International TV Shows, TV Dramas, TV Thrillers","France","2"
"International TV Shows, TV Dramas, TV Thrillers","Turkey","2"
"International TV Shows, TV Dramas, TV Thrillers","Lebanon","1"
"International TV Shows, TV Dramas, TV Thrillers","Norway","1"
"International TV Shows, TV Dramas, TV Thrillers","Norway, Sweden","1"
"International TV Shows, TV Dramas, TV Thrillers","Taiwan","1"
"International TV Shows, TV Horror, TV Mysteries","India","2"
"International TV Shows, TV Horror, TV Mysteries","South Korea","2"
"International TV Shows, TV Horror, TV Mysteries","Brazil","2"
"International TV Shows, TV Horror, TV Mysteries","Japan","1"
"International TV Shows, TV Horror, TV Mysteries","Norway","1"
"International TV Shows, TV Horror, TV Mysteries","Thailand","1"
"International TV Shows, TV Horror, TV Thrillers","India","3"
"International TV Shows, TV Mysteries, TV Thrillers","Denmark, United States","1"
"International TV Shows, TV Mysteries, TV Thrillers","Thailand","1"
"Kids' TV","United States","69"
"Kids' TV","United States, Canada","10"
"Kids' TV","France","9"
"Kids' TV","Canada","8"
"Kids' TV","United States, France, Japan","4"
"Kids' TV","Russia","4"
"Kids' TV","Malaysia","3"
"Kids' TV","India","3"
"Kids' TV","United Kingdom","3"
"Kids' TV","Canada, United States","3"
"Kids' TV","Australia","3"
"Kids' TV","Italy","3"
"Kids' TV","United States, New Zealand","2"
"Kids' TV","Mexico","2"
"Kids' TV","Brazil","2"
"Kids' TV","Denmark","2"
"Kids' TV","United States, France","2"
"Kids' TV","Canada, United States, Ireland","1"
"Kids' TV","United States, Russia","1"
"Kids' TV","United States, Japan, Canada","1"
"Kids' TV","United States, France, South Korea, Indonesia","1"
"Kids' TV","France, Belgium","1"
"Kids' TV","China","1"
"Kids' TV","France, United Kingdom","1"
"Kids' TV","United Kingdom, Canada, United States","1"
"Kids' TV","India, Germany, France","1"
"Kids' TV","United Kingdom, Canada","1"
"Kids' TV","United States, Italy","1"
"Kids' TV","Denmark, Singapore, Canada, United States","1"
"Kids' TV","United States, New Zealand, Japan","1"
"Kids' TV","Italy, United States","1"
"Kids' TV","Germany, Australia, France, China","1"
"Kids' TV","Netherlands, Germany, Italy, Canada","1"
"Kids' TV","Spain, Italy","1"
"Kids' TV","Ireland","1"
"Kids' TV","Australia, Canada","1"
"Kids' TV","United States, Sweden","1"
"Kids' TV","Canada, United Kingdom, United States","1"
"Kids' TV","France, United States, Canada","1"
"Kids' TV","Australia, United States","1"
"Kids' TV","Canada, United States, United Kingdom, France, Luxembourg","1"
"Kids' TV","United States, Netherlands, Japan, France","1"
"Kids' TV","France, United Kingdom, United States","1"
"Kids' TV","United States, Japan","1"
"Kids' TV","South Korea, Canada, United States, China","1"
"Kids' TV","France, Australia, Germany","1"
"Kids' TV","South Korea, France","1"
"Kids' TV","France, Japan, United States","1"
"Kids' TV","Canada, Australia","1"
"Kids' TV","Spain","1"
"Kids' TV","Germany, United States, Italy","1"
"Kids' TV, Korean TV Shows","South Korea","9"
"Kids' TV, Korean TV Shows","United States, South Korea, China","1"
"Kids' TV, Korean TV Shows","United States","1"
"Kids' TV, Korean TV Shows","Canada","1"
"Kids' TV, Korean TV Shows, TV Comedies","Russia","1"
"Kids' TV, Reality TV, Science & Nature TV","United States","1"
"Kids' TV, Reality TV, TV Dramas","Canada","1"
"Kids' TV, Spanish-Language TV Shows","Argentina","2"
"Kids' TV, Spanish-Language TV Shows","Spain, United Kingdom","1"
"Kids' TV, Spanish-Language TV Shows, Teen TV Shows","Argentina","1"
"Kids' TV, TV Action & Adventure","United States","1"
"Kids' TV, TV Action & Adventure","France, South Korea, Japan","1"
"Kids' TV, TV Action & Adventure, TV Comedies","United States","5"
"Kids' TV, TV Action & Adventure, TV Comedies","United Kingdom, Canada, United States","1"
"Kids' TV, TV Action & Adventure, TV Dramas","United States","1"
"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States","6"
"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Australia, New Zealand","1"
"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States, Canada","1"
"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States, Mexico","1"
"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Canada","1"
"Kids' TV, TV Comedies","United States","38"
"Kids' TV, TV Comedies","France","6"
"Kids' TV, TV Comedies","India","6"
"Kids' TV, TV Comedies","Canada","5"
"Kids' TV, TV Comedies","Australia","4"
"Kids' TV, TV Comedies","United States, Canada","3"
"Kids' TV, TV Comedies","United States, France, Japan","1"
"Kids' TV, TV Comedies","United States, France","1"
"Kids' TV, TV Comedies","Canada, Australia","1"
"Kids' TV, TV Comedies","Italy, Canada, France","1"
"Kids' TV, TV Comedies","France, United States","1"
"Kids' TV, TV Comedies","Spain","1"
"Kids' TV, TV Comedies","Russia","1"
"Kids' TV, TV Comedies","Finland","1"
"Kids' TV, TV Comedies","Canada, Brazil","1"
"Kids' TV, TV Comedies","United Kingdom, Singapore","1"
"Kids' TV, TV Comedies","South Korea, United States","1"
"Kids' TV, TV Comedies","Canada, United States, France","1"
"Kids' TV, TV Comedies","Cyprus","1"
"Kids' TV, TV Comedies","United States, Japan, Canada","1"
"Kids' TV, TV Comedies","Canada, United States","1"
"Kids' TV, TV Comedies","Malaysia","1"
"Kids' TV, TV Comedies","Italy","1"
"Kids' TV, TV Comedies, Teen TV Shows","United States","1"
"Kids' TV, TV Comedies, TV Dramas","Canada","1"
"Kids' TV, TV Comedies, TV Dramas","United States","1"
"Kids' TV, TV Comedies, TV Dramas","India","1"
"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy","United States","1"
"Kids' TV, TV Dramas","Canada","1"
"Kids' TV, TV Dramas","United States","1"
"Kids' TV, TV Dramas","Australia","1"
"Kids' TV, TV Dramas, Teen TV Shows","United States","1"
"Kids' TV, TV Thrillers","Canada","2"
"Kids' TV, TV Thrillers","Australia","1"
"Kids' TV, TV Thrillers","South Korea, United States","1"
"Kids' TV, TV Thrillers","United States","1"
"LGBTQ Movies, Thrillers","Canada","1"
"Movies","United States","22"
"Movies","Canada","4"
"Movies","Australia","3"
"Movies","United Kingdom, United States, Spain, Germany, Greece, Canada","2"
"Movies","United Kingdom","2"
"Movies","France, South Korea, Japan","1"
"Movies","Spain","1"
"Movies","Japan","1"
"Movies","Mexico, Argentina","1"
"Music & Musicals","United States","6"
"Music & Musicals","Netherlands","1"
"Music & Musicals","United Kingdom, United States","1"
"Music & Musicals, Romantic Movies","United States, Canada","1"
"Music & Musicals, Stand-Up Comedy","United States","3"
"Music & Musicals, Stand-Up Comedy","United Kingdom","2"
"Reality TV","United States","64"
"Reality TV","Australia","3"
"Reality TV","United Kingdom","2"
"Reality TV","Canada","2"
"Reality TV","United States, United Kingdom","1"
"Reality TV","United States, Brazil, South Korea, Mexico, Japan, Germany","1"
"Reality TV, Romantic TV Shows","United States","4"
"Reality TV, Romantic TV Shows","United States, India","1"
"Reality TV, Romantic TV Shows","Australia","1"
"Reality TV, Science & Nature TV","United States","1"
"Reality TV, Teen TV Shows","United States","2"
"Reality TV, TV Comedies","United States","3"
"Reality TV, TV Comedies, TV Horror","United States","2"
"Reality TV, TV Horror, TV Thrillers","United States, Czech Republic","1"
"Romantic Movies","United States","2"
"Romantic Movies","Canada","1"
"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies","United States","1"
"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","United States","1"
"Romantic TV Shows, TV Action & Adventure, TV Dramas","United States","1"
"Romantic TV Shows, TV Comedies","United States","4"
"Romantic TV Shows, TV Comedies, TV Dramas","United States","9"
"Romantic TV Shows, TV Comedies, TV Dramas","United States, South Korea, China","1"
"Romantic TV Shows, TV Comedies, TV Dramas","United Kingdom","1"
"Romantic TV Shows, TV Dramas","United States","6"
"Romantic TV Shows, TV Dramas","Canada, United States","1"
"Romantic TV Shows, TV Dramas, Teen TV Shows","United States","1"
"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy","United States","2"
"Sci-Fi & Fantasy","United Kingdom","1"
"Sci-Fi & Fantasy, Thrillers","United States","5"
"Sci-Fi & Fantasy, Thrillers","United Kingdom","1"
"Sci-Fi & Fantasy, Thrillers","United States, United Kingdom, Australia","1"
"Sci-Fi & Fantasy, Thrillers","United Kingdom, China, United States","1"
"Sci-Fi & Fantasy, Thrillers","United Kingdom, Germany","1"
"Sci-Fi & Fantasy, Thrillers","Canada, United States","1"
"Spanish-Language TV Shows, TV Dramas","United States","1"
"Spanish-Language TV Shows, TV Dramas","United States, Mexico","1"
"Sports Movies","United Kingdom","1"
"Stand-Up Comedy","United States","206"
"Stand-Up Comedy","United Kingdom","18"
"Stand-Up Comedy","Mexico","17"
"Stand-Up Comedy","Brazil","9"
"Stand-Up Comedy","Argentina","7"
"Stand-Up Comedy","India","6"
"Stand-Up Comedy","Italy","4"
"Stand-Up Comedy","France","4"
"Stand-Up Comedy","Germany","4"
"Stand-Up Comedy","Chile","3"
"Stand-Up Comedy","Colombia","3"
"Stand-Up Comedy","Australia","3"
"Stand-Up Comedy","Canada","2"
"Stand-Up Comedy","South Korea","2"
"Stand-Up Comedy","Singapore","1"
"Stand-Up Comedy","Sweden","1"
"Stand-Up Comedy","Netherlands","1"
"Stand-Up Comedy","United States, United Kingdom","1"
"Stand-Up Comedy","Iceland","1"
"Stand-Up Comedy & Talk Shows","United States","6"
"Stand-Up Comedy & Talk Shows, TV Comedies","United States","24"
"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy","United States","1"
"Thrillers","United States","34"
"Thrillers","Canada","2"
"Thrillers","United Kingdom","2"
"Thrillers","United States, Germany, Canada","2"
"Thrillers","United Kingdom, South Africa","1"
"Thrillers","Singapore, United States","1"
"Thrillers","United States, Spain","1"
"Thrillers","Australia","1"
"Thrillers","United States, Italy","1"
"Thrillers","Spain","1"
"Thrillers","United Kingdom, United States","1"
"Thrillers","United States, Hong Kong","1"
"Thrillers","United States, Malta, France, United Kingdom","1"
"TV Action & Adventure","United States","1"
"TV Action & Adventure, TV Comedies","United States","1"
"TV Action & Adventure, TV Comedies, TV Horror","United States","3"
"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy","United States","2"
"TV Action & Adventure, TV Dramas","United States","5"
"TV Action & Adventure, TV Dramas, Teen TV Shows","United States","1"
"TV Action & Adventure, TV Dramas, TV Horror","United States","2"
"TV Action & Adventure, TV Dramas, TV Horror","Canada, United States","1"
"TV Action & Adventure, TV Dramas, TV Mysteries","United States","1"
"TV Action & Adventure, TV Dramas, TV Mysteries","United States, Poland","1"
"TV Action & Adventure, TV Dramas, TV Mysteries","Canada, United States","1"
"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States","4"
"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States, Canada","1"
"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United Kingdom, Australia","1"
"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United Kingdom, United States","1"
"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States, New Zealand","1"
"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","United States","1"
"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","United States, Canada","1"
"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","United States","1"
"TV Action & Adventure, TV Sci-Fi & Fantasy","United States","7"
"TV Comedies","United States","54"
"TV Comedies","Canada","3"
"TV Comedies","Australia","2"
"TV Comedies","Canada, United States","1"
"TV Comedies","United States, France, Canada","1"
"TV Comedies","Ireland","1"
"TV Comedies, Teen TV Shows","United States","5"
"TV Comedies, TV Dramas","United States","25"
"TV Comedies, TV Dramas","Australia","2"
"TV Comedies, TV Dramas","Ireland","1"
"TV Comedies, TV Dramas, Teen TV Shows","United States","7"
"TV Comedies, TV Dramas, TV Horror","United States","1"
"TV Comedies, TV Dramas, TV Mysteries","United States","1"
"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy","United States","1"
"TV Comedies, TV Horror, TV Thrillers","United States","1"
"TV Comedies, TV Mysteries","United States","1"
"TV Comedies, TV Sci-Fi & Fantasy","United States","2"
"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows","United States","1"
"TV Dramas","United States","26"
"TV Dramas","Canada","2"
"TV Dramas","United States, Hungary, Ireland, Canada","1"
"TV Dramas","Italy, South Africa, West Germany, Australia, United States","1"
"TV Dramas","United States, United Kingdom","1"
"TV Dramas","Ireland, Canada, United States, United Kingdom","1"
"TV Dramas","United Kingdom, United States","1"
"TV Dramas","Mexico, United States","1"
"TV Dramas, Teen TV Shows","United States","5"
"TV Dramas, TV Horror, TV Mysteries","United States","4"
"TV Dramas, TV Horror, TV Mysteries","Canada","1"
"TV Dramas, TV Horror, TV Mysteries","Canada, United States","1"
"TV Dramas, TV Horror, TV Mysteries","Ireland, United Kingdom, United States","1"
"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","United States","3"
"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","United States, United Kingdom","1"
"TV Dramas, TV Mysteries, TV Thrillers","United States","2"
"TV Dramas, TV Sci-Fi & Fantasy","United States, Canada","2"
"TV Dramas, TV Sci-Fi & Fantasy","United States","1"
"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows","United States","1"
"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers","Australia, New Zealand, United States","1"
"TV Dramas, TV Thrillers","United States","5"
"TV Horror, Teen TV Shows","United States","1"
"TV Horror, TV Mysteries, Teen TV Shows","United States","1"
"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","United States","3"
"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","United States, Canada","1"
"TV Horror, TV Mysteries, TV Thrillers","United States","3"
"TV Horror, TV Mysteries, TV Thrillers","Canada","1"
"TV Sci-Fi & Fantasy, TV Thrillers","Canada","1"
"TV Shows","United States","3"
"TV Shows","India","2"
"TV Shows","Japan","1"
"TV Shows","Saudi Arabia","1"
